"Entry ID","Entry Name","Sample ID","Sample Data Type","AC50 (uM)","CC-v2","Max Resp","Structure"
"223","Minisytravon-Cherrypicks-washed.223","NCGC00135251-01","activity-cherrypicks","35.481339",-2.200,-42.627,"S(=O)(=O)(N1CCC(C(=O)NCc2ccc(N(C)C)cc2)CC1)c1cc2c(NC(=O)C=C2)cc1"
"224","Minisytravon-Cherrypicks-washed.224","NCGC00105632-01","activity-cherrypicks","35.481339",-2.200,-41.806,"O=C(Nc1c(C#N)c2c(s1)CCCC2)c1noc(-c2c(OC)cccc2)c1"
"225","Minisytravon-Cherrypicks-washed.225","NCGC00126013-01","activity-cherrypicks","31.622777",-2.200,-27.787,"O=C(NCc1c(C)cccc1)C1CCN(c2nnc(C)c3c(C)n(-c4ccc(OC)cc4)nc23)CC1"
"226","Minisytravon-Cherrypicks-washed.226","NCGC00133535-01","activity-cherrypicks","12.589254",-2.100,-90.616,"O(CC)c1ccc(C(N2CCN(C)CC2)C=2C(=O)N(Cc3occc3)C(C)=CC=2O)cc1"
"227","Minisytravon-Cherrypicks-washed.227","NCGC00133965-01","activity-cherrypicks","null",4.000,-3.464,"Clc1ccc(Cc2c(SCC(=O)N3CCN(c4ccc(OC)cc4)CC3)nc3c(n2)cccc3)cc1"
"228","Minisytravon-Cherrypicks-washed.228","NCGC00123422-01","activity-cherrypicks","28.183829",-2.200,-42.772,"FC(F)(F)Oc1ccc(NC(=O)COCc2noc(-c3occc3)c2)cc1"
"229","Minisytravon-Cherrypicks-washed.229","NCGC00119155-01","activity-cherrypicks","null",4.000,-7.323,"O=[N+]([O-])c1c(OCC(=O)Nc2cc(-c3sc4c(n3)cccc4)ccc2)cccc1"
"230","Minisytravon-Cherrypicks-washed.230","NCGC00133317-01","activity-cherrypicks","25.118864",-2.200,-49.802,"O(CCN1C(=O)C(C(N2CCN(c3ccccc3)CC2)c2c(OC)cccc2)=C(O)C=C1C)C"
"231","Minisytravon-Cherrypicks-washed.231","NCGC00101826-01","activity-cherrypicks","null",4.000,-5.585,"Clc1cc(NS(=O)(=O)c2cc3OC(=O)Nc3cc2)c(O)cc1"
"232","Minisytravon-Cherrypicks-washed.232","NCGC00134207-01","activity-cherrypicks","28.183829",-2.200,-47.196,"Clc1c(-c2nc(SCC(=O)NCc3occc3)c3C(=O)N(C)C(=O)N(C)c3n2)cccc1"
"233","Minisytravon-Cherrypicks-washed.233","NCGC00109675-01","activity-cherrypicks","22.387211",-2.200,-77.481,"Clc1cc(N2CCN(C(=O)C3CN(Cc4c(C)oc(-c5cc(C)ccc5)n4)CCC3)CC2)c(C)cc1"
"234","Minisytravon-Cherrypicks-washed.234","NCGC00140614-01","activity-cherrypicks","22.387211",-2.100,-92.630,"Clc1cc(NC(=O)c2c(NCc3cnccc3)sc3c2CCCC3)c(OC)cc1"
"235","Minisytravon-Cherrypicks-washed.235","NCGC00113030-01","activity-cherrypicks","14.125375",-2.200,-79.921,"Clc1ccc(Cc2oc3c(n2)cc(N)cc3)cc1"
"236","Minisytravon-Cherrypicks-washed.236","NCGC00125397-01","activity-cherrypicks","null",4.000,-7.763,"S(=O)(Cc1c(C)oc(-c2ccc(C(=O)NCc3ccc(F)cc3)cc2)n1)c1ccccc1"
"237","Minisytravon-Cherrypicks-washed.237","NCGC00114814-01","activity-cherrypicks","null",4.000,0.547,"Clc1ccc(S(=O)(=O)NCC(N2c3c(cccc3)CC2)c2ccccc2)cc1"
"238","Minisytravon-Cherrypicks-washed.238","NCGC00108961-01","activity-cherrypicks","31.622777",-2.200,-54.383,"Clc1cc2N(C)C(=O)C=C(SCC(=O)NCCCN(CC)c3cc(C)ccc3)c2cc1"
"239","Minisytravon-Cherrypicks-washed.239","NCGC00107752-01","activity-cherrypicks","19.952623",-2.200,-72.655,"S(CC(=O)Nc1c(F)cccc1)C1=Nc2c(cccc2)C=2N1C(=O)C(CCC(=O)NCc1occc1)N=2"
"240","Minisytravon-Cherrypicks-washed.240","NCGC00107744-01","activity-cherrypicks","null",4.000,-7.982,"O=C(Nc1c(OCC)cccc1)C=1c2c3c(n(C)c2C(=O)N(C2CCCC2)C=1)cccc3"
"241","Minisytravon-Cherrypicks-washed.241","NCGC00101896-01","activity-cherrypicks","35.481339",-3.000,-40.306,"S(=O)(=O)(Nc1c2c(c3oc(C)c(C(=O)OCCCC)c3c1)cccc2)c1c(OC)ccc(OC)c1"
"242","Minisytravon-Cherrypicks-washed.242","NCGC00132878-01","activity-cherrypicks","null",4.000,-7.084,"S(=O)(=O)(N(C)C)c1cc2N(CC(=O)NCc3ccc(N(C)C)cc3)CCSc2cc1"
"243","Minisytravon-Cherrypicks-washed.243","NCGC00101350-01","activity-cherrypicks","28.183829",-2.200,-52.729,"O=C(OC=1c2c(C)oc(C)c2C(=O)C=C(c2ccc(OCC)cc2)C=1)c1ccccc1"
"244","Minisytravon-Cherrypicks-washed.244","NCGC00124124-01","activity-cherrypicks","31.622777",-2.200,-58.957,"S(Cc1ccc(F)cc1)c1n(Cc2ccc(C(=O)NCCN(C)C)cc2)c2ncccc2n1"
"245","Minisytravon-Cherrypicks-washed.245","NCGC00122119-01","activity-cherrypicks","null",4.000,-2.345,"O=C(NCc1c(OC)cccc1)Cn1nc2-c3c(C)c(C(=O)N4CCOCC4)oc3CCc2c1"
"246","Minisytravon-Cherrypicks-washed.246","NCGC00128756-01","activity-cherrypicks","28.183829",-2.200,-79.809,"O=C(NC(C)c1ccccc1)c1sc(N2c3c(Oc4c(cccc4)C2)nccc3)cc1"
"247","Minisytravon-Cherrypicks-washed.247","NCGC00125964-01","activity-cherrypicks","15.848932",-2.200,-44.377,"Clc1ccc(NC(=O)CN2C(=O)C(CNc3ccc(CC)cc3)=Cc3c2cc2OCOc2c3)cc1"
"248","Minisytravon-Cherrypicks-washed.248","NCGC00131372-01","activity-cherrypicks","14.125375",-1.100,-78.391,"O(CC)c1c(OC)cc(CN2Cc3c(nc(N4CCN(c5ncccc5)CC4)nc3)CC2)cc1"
"249","Minisytravon-Cherrypicks-washed.249","NCGC00118455-01","activity-cherrypicks","31.622777",-2.400,-16.971,"Clc1c(Cc2c(C)n(-c3sc(C(=O)N4CCC(C)CC4)c(C)n3)nc2C)cccc1"
"250","Minisytravon-Cherrypicks-washed.250","NCGC00125491-01","activity-cherrypicks","null",4.000,-14.961,"S(=O)(=O)(Cc1c(C)oc(-c2ccc(C(=O)NCCCOC(C)C)cc2)n1)c1ccccc1"
"251","Minisytravon-Cherrypicks-washed.251","NCGC00124019-01","activity-cherrypicks","null",4.000,-10.301,"Clc1cc(NC(=O)NC(CC)c2c(-n3cccc3)sc3c2CCN(C)C3)c(OC)cc1"
"252","Minisytravon-Cherrypicks-washed.252","NCGC00126083-01","activity-cherrypicks","null",4.000,-1.112,"Clc1ccc(CCNC(=O)C2CN(c3nnc(C)c4c(C)n(-c5ccccc5)nc34)CCC2)cc1"
"253","Minisytravon-Cherrypicks-washed.253","NCGC00128767-01","activity-cherrypicks","28.183829",-2.200,-35.172,"S(CC(=O)Nc1cc(C)ccc1)C1=NC(c2occc2)=NC=2N1NC(=O)C=2"
"254","Minisytravon-Cherrypicks-washed.254","NCGC00111750-01","activity-cherrypicks","28.183829",-2.200,-60.180,"FC(F)(F)c1cc(CN2C(=O)N(Cc3occc3)C(=O)c3sc4c(c23)cccc4)ccc1"
"255","Minisytravon-Cherrypicks-washed.255","NCGC00138356-01","activity-cherrypicks","31.622777",-2.400,-22.952,"Clc1ccc(C(=O)c2c(N)c(C(=O)NCCc3ccccc3)c(Nc3c(OCC)cccc3)s2)cc1"
"256","Minisytravon-Cherrypicks-washed.256","NCGC00120344-01","activity-cherrypicks","15.848932",-1.100,-93.807,"S(=O)(=O)(N(Cc1ccccc1)C)c1cc2N(C)C(=O)CC(=O)N(C)c2cc1"
"257","Minisytravon-Cherrypicks-washed.257","NCGC00139624-01","activity-cherrypicks","35.481339",-3.000,-30.712,"O(CC)c1c(OC)cc(C2N(CCC)C(=O)CN(C2=O)C2CCCCCC2)cc1"
"258","Minisytravon-Cherrypicks-washed.258","NCGC00164985-01","activity-cherrypicks","null",4.000,-22.015,"S(CC(=O)Nc1ccc(OC)cc1)c1c2c(n(CCNC(=O)c3c(F)cccc3F)c1)cccc2"
"259","Minisytravon-Cherrypicks-washed.259","NCGC00124045-01","activity-cherrypicks","1.122018",-2.400,-4.401,"O=C(NC(CCC(C)C)c1c(-n2cccc2)sc2c1CCN(C)C2)NCCCOCC"
"260","Minisytravon-Cherrypicks-washed.260","NCGC00135720-01","activity-cherrypicks","25.118864",-2.200,-66.332,"S(CC(=O)NCc1occc1)C=1N(c2ccc(OCC)cc2)C(=O)c2[nH]c3c(c2N=1)cccc3"
"261","Minisytravon-Cherrypicks-washed.261","NCGC00101372-01","activity-cherrypicks","28.183829",-2.400,-22.937,"S(CC(=O)Nc1c(C)cc(C)cc1)c1nc(C(F)(F)F)cc(-c2occc2)n1"
"262","Minisytravon-Cherrypicks-washed.262","NCGC00110925-01","activity-cherrypicks","null",4.000,-29.682,"S(=O)(=O)(N1CCC(c2oc(-c3c(C)cccc3)nn2)CC1)c1c(OC)cc(OC)cc1"
"263","Minisytravon-Cherrypicks-washed.263","NCGC00107004-01","activity-cherrypicks","null",4.000,-8.949,"Fc1ccc(NC(=O)c2c(N)c3c(c(C(=O)Nc4c(C)cc(C)cc4)c(C)nc3s2)-c2oc(C)cc2)cc1"
"264","Minisytravon-Cherrypicks-washed.264","NCGC00108109-01","activity-cherrypicks","1.258925",-1.200,-13.092,"Brc1c(C)cc(NC(=O)CCS(=O)(=O)c2cc3c(N(C(=O)CC)C(C)C3)cc2)cc1"
"265","Minisytravon-Cherrypicks-washed.265","NCGC00107626-01","activity-cherrypicks","31.622777",-2.200,-50.117,"S(CC(=O)Nc1cc(OC)c(OC)cc1)c1c(-c2ccccc2)[nH]c(-c2cc(C)ccc2)n1"
"266","Minisytravon-Cherrypicks-washed.266","NCGC00125634-02","activity-cherrypicks","null",4.000,-16.445,"O=C(NCCc1c(OC)cc(OC)cc1)CN1C(=O)c2nn(c(C)c2C(C)=N1)-c1ccc(C)cc1"
"267","Minisytravon-Cherrypicks-washed.267","NCGC00100674-01","activity-cherrypicks","31.622777",-2.400,-45.783,"S(=O)(=O)(Nc1nc(C)nc(C)c1)c1ccc(NC(=O)COc2cc(CC)ccc2)cc1"
"268","Minisytravon-Cherrypicks-washed.268","NCGC00103925-01","activity-cherrypicks","25.118864",-2.100,-74.730,"S(=O)(=O)(CCC(=O)Nc1ccc(OC)cc1)c1nc(C(F)(F)F)cc(-c2sccc2)n1"
"269","Minisytravon-Cherrypicks-washed.269","NCGC00137572-01","activity-cherrypicks","31.622777",-2.200,-54.586,"O=C(N(Cc1ccccc1)C)C1CCN(Cc2n(Cc3ccccc3)c3c(c2)cccc3)CC1"
"270","Minisytravon-Cherrypicks-washed.270","NCGC00104784-01","activity-cherrypicks","28.183829",-3.000,-31.344,"S(CC(=O)N(CCC)CCC)C=1N(c2ccccc2)C(=O)c2c(sc3c2CCN(C(=O)C)C3)N=1"
"271","Minisytravon-Cherrypicks-washed.271","NCGC00125993-01","activity-cherrypicks","25.118864",-2.200,-24.464,"O=C(NC1CCCCC1)C1CCN(c2nnc(C)c3c(C)n(-c4ccc(OC)cc4)nc23)CC1"
"272","Minisytravon-Cherrypicks-washed.272","NCGC00116476-01","activity-cherrypicks","31.622777",-3.000,-31.874,"O(C)c1c(OC)cc(/C=C/c2oc(N3CCCCCC3)c(C#N)n2)cc1OC"
"273","Minisytravon-Cherrypicks-washed.273","NCGC00107637-01","activity-cherrypicks","null",4.000,-19.876,"Brc1cc2C(CC)=Nc3c(Sc2cc1)ccc(C(=O)NC1CCCC1)c3"
"274","Minisytravon-Cherrypicks-washed.274","NCGC00135242-01","activity-cherrypicks","15.848932",-2.400,-30.373,"Clc1c(C)ccc(NC(=O)CN2C(=O)C=CC(c3ccncc3)=N2)c1"
"275","Minisytravon-Cherrypicks-washed.275","NCGC00138456-01","activity-cherrypicks","25.118864",-2.100,-78.444,"S(CC(=O)Nc1c(OC)ccc(OC)c1)C1=Nc2c(cccc2)C=2N1C(=O)C(CC(=O)NCc1occc1)N=2"
"276","Minisytravon-Cherrypicks-washed.276","NCGC00098567-01","activity-cherrypicks","null",4.000,-28.677,"FC(F)(F)C(=O)Nc1c(C(=O)Nc2ccc(OC)cc2)c2c(s1)CCCCC2"
"277","Minisytravon-Cherrypicks-washed.277","NCGC00120108-01","activity-cherrypicks","null",4.000,-3.505,"Clc1ccc(CCNC(=O)c2c(Sc3ccccc3)c3c([nH]2)cc(OC)cc3)cc1"
"278","Minisytravon-Cherrypicks-washed.278","NCGC00109561-01","activity-cherrypicks","31.622777",-2.400,-27.637,"Clc1c(-c2oc(C)c(CS(=O)CC(=O)NCCc3ccc(C)cc3)n2)cccc1"
"279","Minisytravon-Cherrypicks-washed.279","NCGC00117483-01","activity-cherrypicks","8.912509",-1.100,-96.700,"Clc1c(C(=O)NCc2ccccc2)nc(S(=O)(=O)Cc2cc(C)ccc2)nc1"
"280","Minisytravon-Cherrypicks-washed.280","NCGC00107334-01","activity-cherrypicks","null",4.000,-14.086,"S(=O)(=O)(Nc1c(N2CCOCC2)cc2N(C)C(=O)N(C)c2c1)c1c(C)cc(C)cc1"
"281","Minisytravon-Cherrypicks-washed.281","NCGC00134269-01","activity-cherrypicks","25.118864",-2.200,-39.160,"S(CC(=O)NCc1occc1)c1nc(-c2cc(F)ccc2)nc2N(C)C(=O)N(C)C(=O)c12"
"282","Minisytravon-Cherrypicks-washed.282","NCGC00117575-01","activity-cherrypicks","31.622777",-2.200,-65.380,"O=C(C)c1ccc(NC=2n3nc(-c4ccc(OC)cc4)nc3N=C(C)C=2)cc1"
"283","Minisytravon-Cherrypicks-washed.283","NCGC00131435-01","activity-cherrypicks","31.622777",-2.200,-67.694,"C(N1Cc2c(nc(N3CCN(c4ncccn4)CC3)nc2)CC1)c1ccc(C)cc1"
"284","Minisytravon-Cherrypicks-washed.284","NCGC00132116-01","activity-cherrypicks","31.622777",-2.200,-56.991,"O=C(NCc1ccc(OC(C)C)cc1)CCCN1C(=O)CCn2nc(-c3n(C)ccc3)cc12"
"285","Minisytravon-Cherrypicks-washed.285","NCGC00120747-01","activity-cherrypicks","25.118864",-2.200,-67.189,"O=C(NCC(N1CCN(c2c(OC)cccc2)CC1)c1cnccc1)C(=O)NCCOC"
"286","Minisytravon-Cherrypicks-washed.286","NCGC00105732-01","activity-cherrypicks","28.183829",-2.100,-90.654,"O=C(Nc1c(C(=O)N)c2c(s1)CCCC2)c1noc2c1CCCC2"
"287","Minisytravon-Cherrypicks-washed.287","NCGC00118415-01","activity-cherrypicks","null",4.000,-15.253,"Fc1c(C(=O)Oc2ccc(C=3C=C(OCC)c4c(C)oc(C)c4C(=O)C=3)cc2)cccc1"
"288","Minisytravon-Cherrypicks-washed.288","NCGC00128440-01","activity-cherrypicks","35.481339",-3.000,-36.435,"S(=O)(=O)(CCC(=O)N1CC(C)N(c2cc(C)ccc2)CC1)c1cc2c(N(C)C(=O)C2)cc1"
"289","Minisytravon-Cherrypicks-washed.289","NCGC00104028-01","activity-cherrypicks","28.183829",-2.200,-67.802,"O=C(O)CCCNc1c2C(=O)c3c(-c4onc(c(N5CCN(C6CCCCC6)CC5)c1)c24)cccc3"
"290","Minisytravon-Cherrypicks-washed.290","NCGC00120252-01","activity-cherrypicks","null",4.000,-14.024,"O=C(NCCCN(CCCC)CC)c1c(-n2cccc2)c2c(C)cc(C)nc2s1"
"291","Minisytravon-Cherrypicks-washed.291","NCGC00140737-01","activity-cherrypicks","28.183829",-2.200,-36.049,"O=C(Nc1ccc(OCC)cc1)c1c(NCc2sccc2)sc2c1CCCCC2"
"292","Minisytravon-Cherrypicks-washed.292","NCGC00104143-01","activity-cherrypicks","12.589254",-1.100,-93.946,"Clc1c(C(=O)/N=C/2\N(Cc3occc3)C=3N=C4N(C(=O)C=3C=C\2C(=O)OCC)C=CC=C4)c(F)ccc1"
"293","Minisytravon-Cherrypicks-washed.293","NCGC00113417-01","activity-cherrypicks","null",4.000,-28.041,"O=C(NC(Cc1occc1)C)C1CCN(C=2C(C)=C(S(=O)(=O)N=2)c2cc(C)c(C)cc2)CC1"
"294","Minisytravon-Cherrypicks-washed.294","NCGC00126078-01","activity-cherrypicks","null",4.000,1.272,"O=C(Nc1ccc(C(=O)C)cc1)CN1C(=O)C(CNc2ccccc2)=Cc2c1cc(OC)cc2"
"295","Minisytravon-Cherrypicks-washed.295","NCGC00137620-01","activity-cherrypicks","7.943282",-1.100,-90.607,"Fc1ccc(N2CCN(c3c(C(=O)O)cc(NC(=O)c4sccc4)cc3)CC2)cc1"
"296","Minisytravon-Cherrypicks-washed.296","NCGC00115775-04","activity-cherrypicks","15.848932",-2.200,-40.478,"S(=O)(=O)(CC(C)C)c1c(S(=O)(=O)c2ccccc2)nc(-c2ccc(F)cc2)o1"
"297","Minisytravon-Cherrypicks-washed.297","NCGC00141841-01","activity-cherrypicks","null",4.000,-8.143,"Clc1cc(S(=O)(=O)N2CCN(CC(=O)Nc3ccc(N(CC)CC)cc3)CC2)c(OC)cc1"
"298","Minisytravon-Cherrypicks-washed.298","NCGC00119635-01","activity-cherrypicks","35.481339",-2.200,-63.948,"O=C1N(C(=O)NC(O)=C1C1=Nc2c(SC(c3ccc(N(C)C)cc3)C1)cccc2)C1CCCCC1"
"299","Minisytravon-Cherrypicks-washed.299","NCGC00107968-01","activity-cherrypicks","31.622777",-2.400,-24.697,"Clc1ccc(-n2ncc3C(=O)N(c4cc(OC)ccc4)C(c4occc4)=Nc23)cc1"
"300","Minisytravon-Cherrypicks-washed.300","NCGC00164935-01","activity-cherrypicks","null",4.000,-2.676,"S(Cc1cc(F)ccc1)c1c2c(n(CCNC(=O)c3cc(C(F)(F)F)ccc3)c1)cccc2"
"301","Minisytravon-Cherrypicks-washed.301","NCGC00134281-01","activity-cherrypicks","null",4.000,-13.756,"O(C)c1ccc(C=2C(=O)Oc3c(CN4CC(C)CCC4)c(O)ccc3C=2)cc1"
"302","Minisytravon-Cherrypicks-washed.302","NCGC00141589-01","activity-cherrypicks","17.782794",-3.000,-30.909,"O=C(Nc1ccc(C(=O)OC)cc1)CC1N(Cc2occc2)C(=O)N(c2ccccc2)C1=O"
"303","Minisytravon-Cherrypicks-washed.303","NCGC00104568-01","activity-cherrypicks","null",4.000,-19.242,"S(=O)(=O)(c1c(SC(C)c2ccccc2)oc(-c2sccc2)n1)c1ccccc1"
"304","Minisytravon-Cherrypicks-washed.304","NCGC00140423-01","activity-cherrypicks","null",4.000,-10.555,"O=C(Nc1c(OC)ccc(OC)c1)CN1C(=O)c2c(Sc3c1cc(C(=O)N1CCCC1)cc3)cccc2"
"305","Minisytravon-Cherrypicks-washed.305","NCGC00140771-01","activity-cherrypicks","25.118864",-2.100,-84.660,"O=C(OCC)N1Cc2sc(NCc3sccc3)c(C(=O)Nc3c(OC)ccc(OC)c3)c2CC1"
"306","Minisytravon-Cherrypicks-washed.306","NCGC00117828-01","activity-cherrypicks","null",4.000,-14.726,"S(=O)(=O)(C)c1nc(C(=O)Nc2c(F)cccc2)c(N(Cc2sccc2)Cc2occc2)cn1"
"307","Minisytravon-Cherrypicks-washed.307","NCGC00104998-01","activity-cherrypicks","25.118864",-2.400,-26.042,"S(CC(=O)Nc1cc(F)c(C)cc1)C=1N(Cc2occc2)C(=O)c2oc3c(c2N=1)cccc3"
"308","Minisytravon-Cherrypicks-washed.308","NCGC00133005-01","activity-cherrypicks","31.622777",-2.400,-35.845,"Clc1c(NC(=O)c2c3N(CC)C4=C(C(=O)n3nc2)CN(Cc2ccc(OC)cc2)CC4)ccc(F)c1"
"309","Minisytravon-Cherrypicks-washed.309","NCGC00101915-01","activity-cherrypicks","28.183829",-2.200,-62.375,"O(C)c1c(O)ccc(C2N(CCCN3CCOCC3)C(=O)C=3Oc4c(C(=O)C2=3)cc(C)c(C)c4)c1"
"310","Minisytravon-Cherrypicks-washed.310","NCGC00115102-01","activity-cherrypicks","12.589254",-2.100,-87.689,"Clc1c(C(=O)N(Cc2occc2)Cc2ccccc2)nc(S(=O)(=O)CCC)nc1"
"311","Minisytravon-Cherrypicks-washed.311","NCGC00140610-01","activity-cherrypicks","31.622777",-2.200,-74.012,"O=C(OC)c1ccc(NC(=O)c2c(NCc3cc(OC)c(OC)cc3)sc3c2CCCC3)cc1"
"312","Minisytravon-Cherrypicks-washed.312","NCGC00128936-01","activity-cherrypicks","25.118864",-2.200,-76.381,"O=C(NCc1oc(C)cc1)c1cc2c(C)c(C)n(Cc3ccccc3)c2cc1"
"313","Minisytravon-Cherrypicks-washed.313","NCGC00128083-01","activity-cherrypicks","14.125375",-1.100,-97.067,"S(=O)(=O)(NCc1occc1)c1c(CC)ccc(-c2onc(C)c2)c1"
"314","Minisytravon-Cherrypicks-washed.314","NCGC00100835-01","activity-cherrypicks","31.622777",-2.200,-45.428,"O=C(Nc1cc2OCCOc2cc1)c1cc(OC)cc(OC)c1"
"315","Minisytravon-Cherrypicks-washed.315","NCGC00138847-01","activity-cherrypicks","35.481339",-2.400,-22.376,"S(C(C(=O)NCCCC)CC)C=1N(Cc2occc2)C(=O)c2c(N=1)cccc2"
"316","Minisytravon-Cherrypicks-washed.316","NCGC00131230-01","activity-cherrypicks","15.848932",-1.200,-77.852,"Fc1ccc(CNc2nc(NCC)nc3n(C)ncc23)cc1"
"317","Minisytravon-Cherrypicks-washed.317","NCGC00113456-01","activity-cherrypicks","14.125375",-2.200,-66.883,"S(Cc1ccc(F)cc1)c1[nH]c2c(n1)ccc(C(=O)NCc1ccc(C)cc1)c2"
"318","Minisytravon-Cherrypicks-washed.318","NCGC00141963-01","activity-cherrypicks","null",4.000,-12.806,"Brc1c(OC)cc(S(=O)(=O)NCCc2c(C)[nH]c3c2cc(C)cc3)cc1"
"319","Minisytravon-Cherrypicks-washed.319","NCGC00111709-01","activity-cherrypicks","null",4.000,-26.184,"S(CC(=O)Nc1cc(C(=O)O)ccc1)c1nc(-c2ccc(F)cc2)nc2Oc3c(cccc3)Cc12"
"320","Minisytravon-Cherrypicks-washed.320","NCGC00104506-01","activity-cherrypicks","null",4.000,-18.050,"Clc1ccc(C(=O)CSc2c(S(=O)(=O)c3ccccc3)nc(-c3ccc(F)cc3)o2)cc1"
"321","Minisytravon-Cherrypicks-washed.321","NCGC00137648-01","activity-cherrypicks","5.011872",-1.100,-92.625,"Clc1ccc(C(=O)Nc2cc(C(=O)O)c(N3CC(c4ccccc4)CC3)cc2)cc1"
"322","Minisytravon-Cherrypicks-washed.322","NCGC00116058-01","activity-cherrypicks","31.622777",-2.200,-56.540,"O=C(OC=1c2c(C)oc(C)c2C(=O)C=C(c2cc3OCOc3cc2)C=1)c1ccc(OC)cc1"
"323","Minisytravon-Cherrypicks-washed.323","NCGC00099313-01","activity-cherrypicks","null",4.000,-25.451,"S(=O)(=O)(CC(O)CSc1c(C#N)c(-c2ccccc2)cc(-c2ccc(C)cc2)n1)Cc1ccccc1"
"324","Minisytravon-Cherrypicks-washed.324","NCGC00098259-01","activity-cherrypicks","12.589254",-2.100,-91.923,"Clc1c(-c2oc3c(n2)cc(Cl)cc3)cc(NC(=O)/C=C/c2occc2)cc1"
"325","Minisytravon-Cherrypicks-washed.325","NCGC00122460-01","activity-cherrypicks","28.183829",-2.200,-47.765,"S(CC(=O)N(CC)CC)c1nc(-c2c(F)cccc2)nc2Oc3c(C)ncc(CO)c3Cc12"
"326","Minisytravon-Cherrypicks-washed.326","NCGC00124057-01","activity-cherrypicks","null",4.000,-6.881,"Brc1ccc(NC(=O)NC(C)c2c(-n3cccc3)sc3c2CCN(CC)C3)cc1"
"327","Minisytravon-Cherrypicks-washed.327","NCGC00113830-01","activity-cherrypicks","28.183829",-2.400,-40.243,"S(Cc1c(C)ccc(C)c1)c1n(Cc2c(C)oc(-c3cc(C)ccc3)n2)c2c(n1)ccnc2"
"328","Minisytravon-Cherrypicks-washed.328","NCGC00140677-01","activity-cherrypicks","null",4.000,-11.566,"O=C(Nc1c(OCC)cccc1)c1c(NCc2c(OC)c(OC)c(OC)cc2)sc2c1CCC(C)C2"
"329","Minisytravon-Cherrypicks-washed.329","NCGC00132034-01","activity-cherrypicks","31.622777",-2.200,-62.300,"Clc1ccc(-c2scc(CCNC(=O)c3occc3)n2)cc1"
"330","Minisytravon-Cherrypicks-washed.330","NCGC00107193-01","activity-cherrypicks","null",4.000,-7.080,"Clc1cc(C(=O)NCCn2c(C)cc3c2cccc3)ccc1"
"331","Minisytravon-Cherrypicks-washed.331","NCGC00102208-01","activity-cherrypicks","28.183829",-2.200,-69.333,"Brc1cc(C2=Nc3n(C(C(F)(F)F)=C2)ncn3)ccc1"
"332","Minisytravon-Cherrypicks-washed.332","NCGC00115317-01","activity-cherrypicks","31.622777",-2.200,-38.670,"O=C(Nc1cc2nc(CN3CCCCC3)n(C)c2cc1)COc1cc(C)ccc1"
