"Entry ID","Entry Name","Sample ID","Sample Data Type","AC50 (uM)","CC-v2","Max Resp","Structure"
"449","Minisytravon-Cherrypicks-washed.449","NCGC00141639-01","activity-cherrypicks","null",4.000,-29.104,"S(=O)(=O)(Cc1c(C)oc(-c2ccc(C(=O)NCc3ccccc3)cc2)n1)c1ccc(C)cc1"
"450","Minisytravon-Cherrypicks-washed.450","NCGC00101273-01","activity-cherrypicks","25.118864",-2.200,-46.727,"Clc1c(COc2c(OCC)cccc2CNc2ccc(O)cc2)cccc1"
"451","Minisytravon-Cherrypicks-washed.451","NCGC00125567-01","activity-cherrypicks","null",4.000,-12.734,"Clc1c(C)c(NC=2SC=3N(C(=O)c4c(N=3)cc(C(=O)NCCC3=CCCCC3)cc4)N=2)ccc1"
"452","Minisytravon-Cherrypicks-washed.452","NCGC00127989-01","activity-cherrypicks","7.943282",-1.100,-91.094,"Clc1cc(C(=O)Nc2c(N3CC(C)N(c4cc(C)ccc4)CC3)ccc(C(=O)O)c2)ccc1"
"453","Minisytravon-Cherrypicks-washed.453","NCGC00124379-01","activity-cherrypicks","null",4.000,-2.542,"S(=O)(=O)(N(CC(=O)NCc1cc(OC)ccc1)C)c1cc2c([nH]c3c2CCCC3)cc1"
"454","Minisytravon-Cherrypicks-washed.454","NCGC00104023-01","activity-cherrypicks","28.183829",-2.100,-81.824,"S(=O)(=O)(CCCC(=O)Nc1cc(O)ccc1)c1nc(C(F)(F)F)cc(-c2cc(OC)c(OC)cc2)n1"
"455","Minisytravon-Cherrypicks-washed.455","NCGC00104740-01","activity-cherrypicks","null",4.000,-26.120,"Clc1ccc(-c2nc(S(=O)(=O)CC(=O)Nc3c(F)cc(F)cc3)n(-c3ccccc3)c2)cc1"
"456","Minisytravon-Cherrypicks-washed.456","NCGC00141772-01","activity-cherrypicks","31.622777",-3.000,-32.852,"Clc1ccc(N2C(N)=C(C#N)C(c3sc(C)c(CN4CCOCC4)c3)C=3C(=O)CCCC2=3)cc1"
"457","Minisytravon-Cherrypicks-washed.457","NCGC00132945-01","activity-cherrypicks","25.118864",-2.200,-31.522,"S(=O)(=O)(N1CCN(c2ccc(OC)cc2)CC1)c1n[nH]c(C(=O)OCC)c1"
"458","Minisytravon-Cherrypicks-washed.458","NCGC00119996-01","activity-cherrypicks","28.183829",-2.200,-70.693,"S(CC(=O)Nc1ccc(OC)cc1)Cc1c(n(-c2ccccc2)nc1)-n1cccc1"
"459","Minisytravon-Cherrypicks-washed.459","NCGC00137127-01","activity-cherrypicks","35.481339",-2.400,-29.260,"Clc1c2nc(N3CCN(C(=O)c4occc4)CC3)sc2ccc1"
"460","Minisytravon-Cherrypicks-washed.460","NCGC00133240-01","activity-cherrypicks","null",4.000,-8.549,"Clc1c(C)cc(NS(=O)(=O)c2n[nH]c(C(=O)OCC)c2)c(OC)c1"
"461","Minisytravon-Cherrypicks-washed.461","NCGC00100842-01","activity-cherrypicks","31.622777",-2.200,-53.713,"S(=O)(=O)(c1c(N2CCCCC2)oc(-c2ccc(OC)cc2)n1)c1ccccc1"
"462","Minisytravon-Cherrypicks-washed.462","NCGC00139061-01","activity-cherrypicks","25.118864",-2.200,-71.108,"Fc1ccc(-n2ncc3c(NC4CCCCCC4)ncnc23)cc1"
"463","Minisytravon-Cherrypicks-washed.463","NCGC00116084-01","activity-cherrypicks","31.622777",-2.200,-48.389,"O=C(NCc1occc1)CCCc1onc(-c2cc(C)ccc2)n1"
"464","Minisytravon-Cherrypicks-washed.464","NCGC00112238-01","activity-cherrypicks","null",4.000,-4.434,"O=C(NC1CCCCCC1)Cn1c(C)c(C(=O)OCC)c(C)c1-c1ccccc1"
"465","Minisytravon-Cherrypicks-washed.465","NCGC00116199-01","activity-cherrypicks","31.622777",-2.200,-46.648,"S(=O)(=O)(n1c(NCc2ccccc2)nc(-c2occc2)n1)c1ccccc1"
"466","Minisytravon-Cherrypicks-washed.466","NCGC00132444-01","activity-cherrypicks","null",4.000,-7.209,"Clc1ccc(-c2nc3SC=C(CC(=O)NCc4c(OC)cccc4)n3c2)cc1"
"467","Minisytravon-Cherrypicks-washed.467","NCGC00137337-01","activity-cherrypicks","31.622777",-2.200,-54.429,"S(CC(=O)Nc1cc(F)ccc1)C1=NC(=O)N(Cc2occc2)C2=C1CCC2"
"468","Minisytravon-Cherrypicks-washed.468","NCGC00107100-01","activity-cherrypicks","35.481339",-2.400,-20.414,"S(CC(=O)N1C(CC)CCCC1)c1oc(-c2cc(OC)c(OC)cc2)nn1"
"469","Minisytravon-Cherrypicks-washed.469","NCGC00136096-01","activity-cherrypicks","15.848932",-2.200,-80.878,"O(CCCNc1ncnc2n(C)nnc12)C"
"470","Minisytravon-Cherrypicks-washed.470","NCGC00165012-01","activity-cherrypicks","null",4.000,-3.989,"Clc1ccc(-c2c(C)nn3C(c4occc4)=CC=Nc23)cc1"
"471","Minisytravon-Cherrypicks-washed.471","NCGC00134069-01","activity-cherrypicks","25.118864",-2.200,-44.414,"Clc1c(/C=C/C(=O)Nc2c(C(=O)NC)c3c(s2)CCC3)cccc1"
"472","Minisytravon-Cherrypicks-washed.472","NCGC00132042-01","activity-cherrypicks","15.848932",-1.200,-69.672,"Clc1c(NC(=O)CN2C(=O)CCn3nc(-c4n(C)ccc4)cc23)ccc(C)c1"
"473","Minisytravon-Cherrypicks-washed.473","NCGC00137376-01","activity-cherrypicks","31.622777",-2.100,-92.437,"S(=O)(=O)(N1C(c2cc(F)c(F)cc2)c2n(ccc2)CC1)c1ccc(C(=O)C)cc1"
"474","Minisytravon-Cherrypicks-washed.474","NCGC00118748-01","activity-cherrypicks","22.387211",-2.200,-53.426,"S(CCOc1ccccc1)c1sc2c(n1)ccc(NC(=O)c1occc1)c2"
"475","Minisytravon-Cherrypicks-washed.475","NCGC00106127-01","activity-cherrypicks","null",4.000,-19.166,"N(c1c(-c2occc2)nc2n1C=CC(C)=C2)c1cc2OCOc2cc1"
"476","Minisytravon-Cherrypicks-washed.476","NCGC00106970-01","activity-cherrypicks","35.481339",-2.400,-21.120,"Clc1ccc(-c2[nH]c(SCC(=O)Nc3cc(OCC)ccc3)nc2)cc1"
"477","Minisytravon-Cherrypicks-washed.477","NCGC00125724-01","activity-cherrypicks","31.622777",-3.000,-43.483,"Clc1c(CNC(=O)CN2C(=O)c3nn(c(C)c3C(C)=N2)-c2ccccc2)cccc1"
"478","Minisytravon-Cherrypicks-washed.478","NCGC00102567-01","activity-cherrypicks","11.220185",-2.400,-25.194,"S(Cc1onc(-c2cc(OC)c(OC)cc2)n1)C1=NC(C)=CC(=O)N1"
"479","Minisytravon-Cherrypicks-washed.479","NCGC00119746-02","activity-cherrypicks","null",4.000,1.451,"Clc1ccc(C=2Nc3n(C(c4ccc(F)cc4)C=2)nc(NC(=O)c2ccc([N+](=O)[O-])cc2)n3)cc1"
"480","Minisytravon-Cherrypicks-washed.480","NCGC00115676-01","activity-cherrypicks","null",4.000,-9.584,"O=C(NCCc1n(Cc2ccccc2)c2c(n1)cccc2)c1occc1"
"481","Minisytravon-Cherrypicks-washed.481","NCGC00132014-01","activity-cherrypicks","28.183829",-2.400,-20.755,"O=C(Nc1ccc(OC)cc1)CN1C(=O)CCn2nc(-c3n(C)ccc3)cc12"
"482","Minisytravon-Cherrypicks-washed.482","NCGC00112066-01","activity-cherrypicks","35.481339",-2.200,-54.440,"Clc1c(CNC(=O)c2n(Cc3ccc(C)cc3)c3c(scc3)c2)cccc1"
"483","Minisytravon-Cherrypicks-washed.483","NCGC00140007-01","activity-cherrypicks","35.481339",-2.200,-47.306,"O=C(NCc1cc(OC)c(OCC)cc1)CCCc1c2c(n(C)c1)cccc2"
"484","Minisytravon-Cherrypicks-washed.484","NCGC00105693-01","activity-cherrypicks","null",4.000,-22.526,"Fc1ccc(-c2onc(C(=O)Nc3c(C(=O)OCC)c(-c4ccccc4)cs3)c2)cc1"
"485","Minisytravon-Cherrypicks-washed.485","NCGC00125452-01","activity-cherrypicks","0.251189",-3.000,-33.442,"O=C(NCCN(CC)CC)c1cc2N=C3SC(Nc4c(OC)cccc4)=NN3C(=O)c2cc1"
"486","Minisytravon-Cherrypicks-washed.486","NCGC00118034-01","activity-cherrypicks","0.281838",-1.400,-13.369,"O(C)c1c(O)c(OC)cc(C2c3c(C)nn(-c4nc(C)cc(C)n4)c3NC(=O)C2)c1"
"487","Minisytravon-Cherrypicks-washed.487","NCGC00126502-01","activity-cherrypicks","35.481339",-2.200,-51.061,"Clc1cc(CNC(=O)NC=2c3c(C(=O)N(CC(C)C)C=2)cccc3)ccc1"
"488","Minisytravon-Cherrypicks-washed.488","NCGC00136260-01","activity-cherrypicks","null",4.000,-7.350,"S(CC(=O)Nc1sc2c(n1)ccc(C)c2)C=1N(C)C(=O)C(C(=O)Nc2ccc(OC)cc2)=CN=1"
"489","Minisytravon-Cherrypicks-washed.489","NCGC00133475-01","activity-cherrypicks","25.118864",-2.200,-62.302,"Clc1c(C(N2CCN(c3ccccc3)CC2)C=2C(=O)N(Cc3occc3)C(C)=CC=2O)cccc1"
"490","Minisytravon-Cherrypicks-washed.490","NCGC00110649-01","activity-cherrypicks","null",4.000,-18.517,"S(=O)(=O)(c1c(N)n(CC(=O)Nc2c(C)cc(C)cc2C)nn1)c1cc(C)c(C)cc1"
"491","Minisytravon-Cherrypicks-washed.491","NCGC00104510-01","activity-cherrypicks","28.183829",-2.100,-84.273,"S(=O)(=O)(c1c(SCC(=O)Nc2c(OC)cc(OC)cc2)oc(-c2ccc(F)cc2)n1)c1ccc(C)cc1"
"492","Minisytravon-Cherrypicks-washed.492","NCGC00107330-01","activity-cherrypicks","null",4.000,-10.385,"Clc1ccc(S(=O)(=O)Nc2c(N3CCOCC3)cc3N(C)C(=O)N(C)c3c2)cc1"
"493","Minisytravon-Cherrypicks-washed.493","NCGC00106188-01","activity-cherrypicks","31.622777",-2.200,-76.207,"O=C(Nc1c(C)cc(C)cc1)CN1C(=O)N(Cc2ccc(C(=O)NCCCOC)cc2)C(=O)c2c1cccc2"
"494","Minisytravon-Cherrypicks-washed.494","NCGC00137642-01","activity-cherrypicks","12.589254",-2.100,-90.635,"O=C(O)c1c(N2CCC(CCN3CCOCC3)CC2)ccc(NC(=O)c2cc(C)ccc2)c1"
"495","Minisytravon-Cherrypicks-washed.495","NCGC00134078-01","activity-cherrypicks","31.622777",-2.200,-53.673,"O=C(/C=C/c1ccccc1)N1CCN(CC=2N=C3SC(c4c(OC)cccc4)=NN3C(=O)C=2)CC1"
"496","Minisytravon-Cherrypicks-washed.496","NCGC00101697-01","activity-cherrypicks","28.183829",-3.000,-32.746,"Brc1c2c(c(OC)cc1)-c1nc(NC(=O)c3c(SC)cccc3)sc1C2"
"497","Minisytravon-Cherrypicks-washed.497","NCGC00133056-01","activity-cherrypicks","null",4.000,-5.103,"Brc1c(C(=O)NCCS(=O)(=O)N2CCN(c3ccc(F)cc3)CC2)cccc1"
"498","Minisytravon-Cherrypicks-washed.498","NCGC00109540-01","activity-cherrypicks","null",4.000,-0.107,"Clc1ccc(CN2C(=O)c3c(S(=O)(=O)c4c2cc(C(=O)NCc2occc2)cc4)cccc3)cc1"
"499","Minisytravon-Cherrypicks-washed.499","NCGC00099374-01","activity-cherrypicks","31.622777",-2.200,-43.883,"FC(F)(F)c1c2c(N)c(C(=O)Nc3ccc(F)cc3)sc2nc(-c2sccc2)c1"
"500","Minisytravon-Cherrypicks-washed.500","NCGC00130506-01","activity-cherrypicks","14.125375",-2.200,-42.118,"O=C(Nc1cc(C(=O)OCC=2N=C3SC(C)=NN3C(=O)C=2)ccc1)COc1cc(C)c(C)cc1"
"501","Minisytravon-Cherrypicks-washed.501","NCGC00124047-01","activity-cherrypicks","null",4.000,-6.466,"O=C(NC(CCC(C)C)c1c(-n2cccc2)sc2c1CCN(CC)C2)NCCC(=O)OC"
"502","Minisytravon-Cherrypicks-washed.502","NCGC00122982-01","activity-cherrypicks","null",4.000,-14.252,"S(=O)(=O)(c1ccccc1)C=1C(=O)Nc2c(C=1O)ccc(C(=O)NCc1ccc(C)cc1)c2"
"503","Minisytravon-Cherrypicks-washed.503","NCGC00101387-01","activity-cherrypicks","8.912509",-1.100,-89.537,"O(c1c(C)cc(C)cc1)C1=C(/C=C(\C#N)/c2sc3c(n2)cccc3)C(=O)N2C(=N1)C=CC=C2"
"504","Minisytravon-Cherrypicks-washed.504","NCGC00125367-01","activity-cherrypicks","10",-2.200,-27.452,"S(Cc1c(C)oc(-c2ccc(C(=O)NCc3cc(OC)c(OC)cc3)cc2)n1)c1ccccc1"
"505","Minisytravon-Cherrypicks-washed.505","NCGC00139106-01","activity-cherrypicks","31.622777",-3.000,-32.227,"S(=O)(=O)(N(C)C1CCCCC1)c1ccc(C(=O)Nc2c(C(=O)OC)c3c(s2)CN(C)CC3)cc1"
"506","Minisytravon-Cherrypicks-washed.506","NCGC00100422-01","activity-cherrypicks","12.589254",-2.200,-34.562,"O=C(NCc1occc1)C=1C(=N)N(CCCOCC)C=2N=C3N(C(=O)C=2C=1)C=CC=C3"
"507","Minisytravon-Cherrypicks-washed.507","NCGC00109315-01","activity-cherrypicks","25.118864",-2.200,-48.083,"S(=O)(=O)(N1CCC(C(=O)Nc2c(OCC)cccc2)CC1)c1c(/C=C/c2occc2)onc1C"
"508","Minisytravon-Cherrypicks-washed.508","NCGC00108008-01","activity-cherrypicks","31.622777",-2.200,-38.461,"S(=O)(=O)(Nc1ccc(OCC)cc1)c1cc2C(=O)C(C(=O)NCc3occc3)=CNc2cc1"
"509","Minisytravon-Cherrypicks-washed.509","NCGC00131746-01","activity-cherrypicks","null",4.000,-14.784,"Clc1c(NC(=O)C(NS(=O)(=O)c2sccc2)C(C)C)c(OC)cc(OC)c1"
"510","Minisytravon-Cherrypicks-washed.510","NCGC00114396-01","activity-cherrypicks","22.387211",-2.100,-83.399,"N1(c2nc3c(cn2)CNCC3)CCN(c2ncccn2)CC1"
"511","Minisytravon-Cherrypicks-washed.511","NCGC00101556-01","activity-cherrypicks","8.912509",-1.200,-59.940,"FC(F)C=1n2nc(C(=O)Nc3ccc(C(C)C)cc3)nc2N=C(C)C=1"
"512","Minisytravon-Cherrypicks-washed.512","NCGC00104518-01","activity-cherrypicks","28.183829",-2.400,-29.194,"N(c1c(-c2occc2)nc2n1C=CC=C2)c1cc2OCCOc2cc1"
"513","Minisytravon-Cherrypicks-washed.513","NCGC00133672-01","activity-cherrypicks","31.622777",-2.400,-26.283,"S(CC=1Nc2c(C)c(C)ccc2C(=O)C=1)c1[nH]c(-c2cc(OC)ccc2)nn1"
"514","Minisytravon-Cherrypicks-washed.514","NCGC00119648-01","activity-cherrypicks","31.622777",-2.200,-59.304,"O=C(Nc1nn2C(c3ccc(OC)cc3)C=C(c3ccccc3)Nc2n1)C"
"515","Minisytravon-Cherrypicks-washed.515","NCGC00131571-01","activity-cherrypicks","null",4.000,-14.818,"S(=O)(=O)(NCc1n(Cc2cc(C)ccc2)ccc1)c1ccc(NC(=O)C)cc1"
"516","Minisytravon-Cherrypicks-washed.516","NCGC00118901-01","activity-cherrypicks","31.622777",-2.200,-69.048,"O=[N+]([O-])c1cc(C(=O)N2CCN(CCc3ccncc3)CC2)ccc1"
"517","Minisytravon-Cherrypicks-washed.517","NCGC00164902-01","activity-cherrypicks","null",4.000,-11.129,"C(C)c1c(-c2ccccc2)c2n(C(c3occc3)=CC=N2)n1"
"518","Minisytravon-Cherrypicks-washed.518","NCGC00135979-01","activity-cherrypicks","35.481339",-2.200,-49.087,"S(=O)(=O)(NCCc1c(C)nc(C)s1)c1c(OC)ccc(OC)c1"
"519","Minisytravon-Cherrypicks-washed.519","NCGC00105610-01","activity-cherrypicks","35.481339",-2.100,-83.409,"O=C(Nc1c(C#N)c(CC)c(C)s1)c1noc(CC)c1"
"520","Minisytravon-Cherrypicks-washed.520","NCGC00136870-01","activity-cherrypicks","null",4.000,-11.890,"S(CC(=O)N1CCCCC1)c1sc(NC(=O)Nc2ccccc2)nn1"
"521","Minisytravon-Cherrypicks-washed.521","NCGC00110864-01","activity-cherrypicks","null",4.000,-9.402,"O=C(Nc1ccc(-c2nc3n(c2)C=CC=N3)cc1)c1c(OC)c(OC)ccc1"
"522","Minisytravon-Cherrypicks-washed.522","NCGC00116165-01","activity-cherrypicks","28.183829",-2.200,-52.266,"O=C(n1c(NCc2sccc2)nc(-c2occc2)n1)c1ccccc1"
"523","Minisytravon-Cherrypicks-washed.523","NCGC00137187-01","activity-cherrypicks","28.183829",-2.200,-62.472,"S(CC(=O)NCc1ccc(C)cc1)C1=NC(=O)N(Cc2occc2)C2=C1CCC2"
"524","Minisytravon-Cherrypicks-washed.524","NCGC00101993-01","activity-cherrypicks","null",4.000,-12.689,"S(CCC(=O)Nc1c(C)cc(F)cc1)c1nc(C(F)(F)F)cc(-c2occc2)n1"
"525","Minisytravon-Cherrypicks-washed.525","NCGC00142011-01","activity-cherrypicks","28.183829",-2.200,-50.733,"Clc1ccc(-c2oc(C)c(CS(=O)CC(=O)NCCc3ccccc3)n2)cc1"
"526","Minisytravon-Cherrypicks-washed.526","NCGC00101316-01","activity-cherrypicks","null",4.000,-23.459,"Fc1c(C2N=C(O)c3c(sc4c3CCN(C(=O)OCC)C4)N2)cccc1"
"527","Minisytravon-Cherrypicks-washed.527","NCGC00099370-01","activity-cherrypicks","null",4.000,-1.057,"Brc1cc(-c2n(-c3c(C#N)c4c(s3)CCCCC4)ncn2)ccc1"
"528","Minisytravon-Cherrypicks-washed.528","NCGC00132273-01","activity-cherrypicks","8.912509",-1.400,-34.516,"S(CC(=O)NCc1occc1)c1n(Cc2ccc(OC)cc2)c(CO)cn1"
"529","Minisytravon-Cherrypicks-washed.529","NCGC00131251-01","activity-cherrypicks","31.622777",-2.100,-89.740,"S(=O)(=O)(Nc1c(OC)cc2N(C)C(=O)N(C)c2c1)c1cc(C#N)ccc1"
"530","Minisytravon-Cherrypicks-washed.530","NCGC00137313-01","activity-cherrypicks","35.481339",-2.200,-47.175,"Clc1c(CNC(=O)CSC2=NC(=O)N(Cc3occc3)C3=C2CCC3)cccc1"
"531","Minisytravon-Cherrypicks-washed.531","NCGC00131278-01","activity-cherrypicks","19.952623",-2.200,-75.956,"C(CN1Cc2c(nc(N3CCN(CC)CC3)nc2)CC1)(C)C"
"532","Minisytravon-Cherrypicks-washed.532","NCGC00135797-01","activity-cherrypicks","35.481339",-2.400,-20.800,"O=C(NCCc1c(C)nc(-c2ccc(C)cc2)s1)c1occc1"
"533","Minisytravon-Cherrypicks-washed.533","NCGC00131245-01","activity-cherrypicks","25.118864",-2.200,-56.822,"O(CC)c1c(NC=2n3nc(-c4occc4)nc3N=C(C)C=2)cc(OCC)cc1"
"534","Minisytravon-Cherrypicks-washed.534","NCGC00118322-01","activity-cherrypicks","null",4.000,-24.653,"S(=O)(=O)(N)c1ccc(NC(=O)c2nnsc2)cc1"
"535","Minisytravon-Cherrypicks-washed.535","NCGC00106059-01","activity-cherrypicks","null",4.000,-9.440,"O(C)c1ccc(Nc2c(-c3occc3)nc3n2C(C)=CC=C3)cc1"
"536","Minisytravon-Cherrypicks-washed.536","NCGC00125401-01","activity-cherrypicks","25.118864",-2.200,-61.595,"S(=O)(Cc1c(C)oc(-c2ccc(C(=O)NC(C)c3ccccc3)cc2)n1)c1ccc(C)cc1"
"537","Minisytravon-Cherrypicks-washed.537","NCGC00132097-01","activity-cherrypicks","31.622777",-2.200,-54.865,"Clc1c(C)ccc(S(=O)(=O)C=2C(=O)NC(SCC(=O)Nc3cc4OCCOc4cc3)=NC=2)c1"
"538","Minisytravon-Cherrypicks-washed.538","NCGC00109533-01","activity-cherrypicks","null",4.000,-27.335,"Clc1ccc(CNC(=O)CS(=O)Cc2c(C)oc(-c3ccc(Cl)cc3)n2)cc1"
"539","Minisytravon-Cherrypicks-washed.539","NCGC00125463-01","activity-cherrypicks","31.622777",-2.400,-26.877,"S(=O)(=O)(Cc1c(C)oc(-c2ccc(C(=O)NC(C)c3ccccc3)cc2)n1)c1ccccc1"
"540","Minisytravon-Cherrypicks-washed.540","NCGC00130030-01","activity-cherrypicks","null",4.000,-10.549,"O=C(OCC=1N=C2SC(c3sccc3)=NN2C(=O)C=1)c1cc(C)ccc1"
"541","Minisytravon-Cherrypicks-washed.541","NCGC00100682-01","activity-cherrypicks","31.622777",-2.400,-29.222,"Brc1c2c(c(NC(=O)c3c(C(=O)O)cccc3)cc1)nccc2"
"542","Minisytravon-Cherrypicks-washed.542","NCGC00099608-01","activity-cherrypicks","31.622777",-2.200,-67.729,"O(CC)c1c(OC)cc(C(c2c(O)n(-c3ccccc3)nc2C)c2c(O)n(-c3ccccc3)nc2C)cc1"
"543","Minisytravon-Cherrypicks-washed.543","NCGC00116379-01","activity-cherrypicks","28.183829",-2.200,-64.713,"Clc1c(C(=O)OC=2c3c(C)oc(C)c3C(=O)C=C(c3cc4OCOc4cc3)C=2)cccc1"
"544","Minisytravon-Cherrypicks-washed.544","NCGC00100846-01","activity-cherrypicks","25.118864",-2.100,-86.545,"S(=O)(=O)(c1c(NCc2ccccc2)oc(-c2ccc(OC)cc2)n1)c1ccc(C)cc1"
"545","Minisytravon-Cherrypicks-washed.545","NCGC00118623-01","activity-cherrypicks","31.622777",-2.200,-44.221,"Clc1cc(CNc2n(S(=O)(=O)c3cc4c(cc3)cccc4)nc(-c3occc3)n2)ccc1"
"546","Minisytravon-Cherrypicks-washed.546","NCGC00132773-01","activity-cherrypicks","31.622777",-2.200,-45.438,"Fc1c(CNC(=O)CN2C(=O)C3N(c4c2cc(C(=O)N2CCCC2)cc4)CCCC3)cccc1"
"547","Minisytravon-Cherrypicks-washed.547","NCGC00134685-01","activity-cherrypicks","17.782794",-2.200,-62.323,"S(=O)(=O)(N1C(C)CCCC1)c1ccc(C(=O)Nc2c(C(=O)NC)c3c(s2)CCC3)cc1"
"548","Minisytravon-Cherrypicks-washed.548","NCGC00137047-01","activity-cherrypicks","15.848932",-2.200,-24.150,"S(CC(=O)Nc1sc2c(n1)ccc(C)c2)C=1C(C)=CNC(=O)N=1"
"549","Minisytravon-Cherrypicks-washed.549","NCGC00118967-01","activity-cherrypicks","17.782794",-2.200,-29.528,"O=[N+]([O-])c1c(OCC(=O)N(Cc2occc2)c2ncccc2)cccc1"
"550","Minisytravon-Cherrypicks-washed.550","NCGC00108024-01","activity-cherrypicks","14.125375",-1.300,-86.069,"Fc1c(C=2N(c3ccc(OC)cc3)C(=O)c3c(n(-c4ccc(C)cc4)nc3)N=2)cccc1"
"551","Minisytravon-Cherrypicks-washed.551","NCGC00140733-01","activity-cherrypicks","28.183829",-2.200,-77.055,"O=C(Nc1c(OC)cccc1)c1c(NCc2c(C)ccs2)sc2c1CCCCC2"
"552","Minisytravon-Cherrypicks-washed.552","NCGC00130890-01","activity-cherrypicks","31.622777",-2.200,-62.739,"S(=O)(=O)(N(CC)CC)c1cc2N(CC(=O)NCc3ccccc3)C(=O)C3N(c2cc1)CCCC3"
"553","Minisytravon-Cherrypicks-washed.553","NCGC00110490-01","activity-cherrypicks","null",4.000,-1.129,"S(=O)(=O)(N(CC(=O)N(CC)c1ccc(OC)cc1)C)c1cc2C(=O)N(C)C(=O)N(C)c2cc1"
"554","Minisytravon-Cherrypicks-washed.554","NCGC00117574-01","activity-cherrypicks","null",4.000,3.119,"O=C(C)c1c(C)nc(NC(=O)C=2C(=O)N(C)N=C(c3ccccc3)C=2c2ccccc2)s1"
"555","Minisytravon-Cherrypicks-washed.555","NCGC00140548-01","activity-cherrypicks","15.848932",-2.200,-18.295,"O=C(OCC)c1ccc(NC(=O)c2c(NCc3cc(OC)ccc3)sc3c2CCC3)cc1"
"556","Minisytravon-Cherrypicks-washed.556","NCGC00100303-01","activity-cherrypicks","null",4.000,-10.192,"O=C(Oc1c(OC)cc(C2N=C(O)c3c(sc4c3CCN(C)C4)N2)cc1)c1ccccc1"
"557","Minisytravon-Cherrypicks-washed.557","NCGC00132148-01","activity-cherrypicks","35.481339",-3.000,-50.689,"O=C(NCc1ccc(OC)cc1)CN1C(=O)CCn2nc(-c3c4c(n(C)c3)cccc4)cc12"
"558","Minisytravon-Cherrypicks-washed.558","NCGC00126847-01","activity-cherrypicks","null",4.000,-1.023,"Fc1ccc(N2CCN(CCCNc3nc(C)nc4oc(C)c(C(=O)OCC)c34)CC2)cc1"
"559","Minisytravon-Cherrypicks-washed.559","NCGC00118871-01","activity-cherrypicks","35.481339",-2.200,-79.925,"O=C(COc1cc(C)c(C)cc1)N1CCN(CCc2ccncc2)CC1"
"560","Minisytravon-Cherrypicks-washed.560","NCGC00139549-03","activity-cherrypicks","28.183829",-2.200,-40.473,"O=C(OCC)N1Cc2sc(NCc3ccc(N(C)C)cc3)c(C(=O)Nc3ccc(OC)cc3)c2CC1"
"561","Minisytravon-Cherrypicks-washed.561","NCGC00112251-01","activity-cherrypicks","null",4.000,-19.911,"O=C(N(CCC(C)C)Cc1occc1)c1sc2-c3c(OCc2c1)cccc3"
