"Entry Name","Sample ID","Sample Data Type","AC50 (uM)","CC-v2","Max Resp","Structure"
"Minisytravon-Counterscreen-washed.448","NCGC00136902-01","activity-counterscreen","null",4.000,0.000,"S(CC(=O)NC)c1sc(NC(=O)Nc2ccccc2)nn1"
"Minisytravon-Counterscreen-washed.449","NCGC00112695-01","activity-counterscreen","0.199526",-1.400,0.000,"Oc1ccc(NC2=Nc3c(-n4c2nnc4)cccc3)cc1"
"Minisytravon-Counterscreen-washed.450","NCGC00105898-01","activity-counterscreen","null",4.000,0.000,"O=C1N(C)C(=O)c2nc3c(nc2N1C)cc(N(CC)CC)cc3"
"Minisytravon-Counterscreen-washed.451","NCGC00136682-01","activity-counterscreen","null",4.000,0.000,"Brc1oc(C(=O)NC2CN(c3cc(C)c(C)cc3)C(=O)C2)cc1"
"Minisytravon-Counterscreen-washed.452","NCGC00128445-01","activity-counterscreen","null",4.000,0.000,"O=C1N2N=C(CCCC)SC2=NC(CN(CC)c2ccccc2)=C1"
"Minisytravon-Counterscreen-washed.453","NCGC00121730-01","activity-counterscreen","null",4.000,0.000,"O=C(N(CC)c1c(OCC)cccc1)c1noc2-c3c(OCc12)ccc(C)c3"
"Minisytravon-Counterscreen-washed.454","NCGC00122035-01","activity-counterscreen","null",4.000,-27.090,"S(CC(=O)N(C)c1ccccc1)C1=NN=Cn2c3c(occ3)cc12"
"Minisytravon-Counterscreen-washed.455","NCGC00102360-01","activity-counterscreen","null",4.000,0.000,"S(=O)(=O)(n1c(CC)ncc1)c1c(OCC)cc(C)c(C(C)C)c1"
"Minisytravon-Counterscreen-washed.456","NCGC00113246-01","activity-counterscreen","null",4.000,0.000,"Fc1c(CNC(=O)c2cc3N(C)CCSc3cc2)cccc1"
"Minisytravon-Counterscreen-washed.457","NCGC00127584-01","activity-counterscreen","null",4.000,0.000,"S(=O)(=O)(CCC(=O)N(C)c1cc(C)ccc1)c1cc2OC(=O)N(C)c2cc1"
"Minisytravon-Counterscreen-washed.458","NCGC00100415-01","activity-counterscreen","null",4.000,0.000,"Clc1c(C)c(-n2c(CCC(=O)O)ccc2-c2sccc2)ccc1"
"Minisytravon-Counterscreen-washed.459","NCGC00121676-01","activity-counterscreen","null",4.000,-7.860,"FC(F)(F)c1cc(N(C(=O)c2noc3-c4c(OCc23)ccc(C)c4)C)ccc1"
"Minisytravon-Counterscreen-washed.460","NCGC00132313-01","activity-counterscreen","null",4.000,0.000,"O=C(Nc1c(OC)cccc1)C1=C(C)Nc2n(C1c1[nH]ccc1)ncn2"
"Minisytravon-Counterscreen-washed.461","NCGC00126530-01","activity-counterscreen","0.158489",-1.200,0.000,"Clc1c(OC)ccc(Nc2ncnc3onc(C)c23)c1"
"Minisytravon-Counterscreen-washed.462","NCGC00117311-01","activity-counterscreen","null",4.000,0.000,"Brc1c(C(=O)N(Cc2oc(C)cc2)Cc2occc2)cccc1"
"Minisytravon-Counterscreen-washed.463","NCGC00137292-01","activity-counterscreen","null",4.000,0.000,"O=C(C)N1C(c2cc(OC)ccc2)=C(C(=O)C)Sc2n1cnn2"
"Minisytravon-Counterscreen-washed.464","NCGC00118597-01","activity-counterscreen","null",4.000,13.316,"S(=O)(=O)(CC)n1c(NCc2ccc(C(C)C)cc2)nc(-c2occc2)n1"
"Minisytravon-Counterscreen-washed.465","NCGC00111882-01","activity-counterscreen","null",4.000,0.000,"Clc1c(NC(=O)c2noc(CN3CCCC3)c2)c(OC)cc(OC)c1"
"Minisytravon-Counterscreen-washed.466","NCGC00137537-01","activity-counterscreen","null",4.000,0.000,"S(CC)C=1N(CC)C(=O)c2[nH]c3c(c2N=1)cccc3"
"Minisytravon-Counterscreen-washed.467","NCGC00112632-01","activity-counterscreen","null",4.000,0.000,"FC(F)(F)c1ccc(NC(=O)C(Cc2ccccc2)n2cccc2)cc1"
"Minisytravon-Counterscreen-washed.468","NCGC00141280-01","activity-counterscreen","null",4.000,0.000,"O(CC)c1c(N)cc(-c2oc(CO)cc2)cc1"
"Minisytravon-Counterscreen-washed.469","NCGC00122080-01","activity-counterscreen","null",4.000,12.956,"O=C(NCCN(CCCC)CC)CN1C(=O)c2n(-c3c1nccc3)ccc2"
"Minisytravon-Counterscreen-washed.470","NCGC00164813-01","activity-counterscreen","null",4.000,0.000,"O=C(Nc1cc(OC)cc(OC)c1)CC1N(Cc2ccccc2)CCOC1=O"
"Minisytravon-Counterscreen-washed.471","NCGC00113693-01","activity-counterscreen","null",4.000,0.000,"O=C(OC)c1cc(NC(=O)c2nsc3c2cccc3)ccc1"
"Minisytravon-Counterscreen-washed.472","NCGC00118861-01","activity-counterscreen","null",4.000,-13.118,"O=C(N1CCN(CCc2ccncc2)CC1)c1ccc(OCCCC)cc1"
"Minisytravon-Counterscreen-washed.473","NCGC00141103-01","activity-counterscreen","null",4.000,0.000,"S(=O)(=O)(Nc1c2c(c3oc(C)c(C(=O)C)c3c1)cccc2)c1c(C)cc(C)cc1C"
"Minisytravon-Counterscreen-washed.474","NCGC00141264-01","activity-counterscreen","null",4.000,0.000,"O=C(O)CCc1n(c(-c2sccc2)cc1)-c1cc(C(=O)OC)ccc1"
"Minisytravon-Counterscreen-washed.475","NCGC00117895-01","activity-counterscreen","null",4.000,4.717,"S(CCNCc1oc(-c2ccc(F)cc2)cc1)c1n(-c2ccccc2)nnn1"
"Minisytravon-Counterscreen-washed.476","NCGC00102668-01","activity-counterscreen","0.251189",-1.400,0.000,"Clc1ccc(C(=O)c2c(N)c(C#N)c(Nc3cc(F)ccc3)s2)cc1"
"Minisytravon-Counterscreen-washed.477","NCGC00101679-01","activity-counterscreen","null",4.000,0.000,"O=C(O)Cc1c(-c2c(OC)ccc(OC)c2)nc(Nc2c(C)cccc2)s1"
"Minisytravon-Counterscreen-washed.478","NCGC00135957-01","activity-counterscreen","null",4.000,0.000,"S(=O)(=O)(NCCc1c(C)nc(C)s1)c1cc(C)c(C)cc1"
"Minisytravon-Counterscreen-washed.479","NCGC00112417-01","activity-counterscreen","null",4.000,0.000,"O=C(N(CCCOCC)Cc1occc1)c1sc2-c3c(C)cccc3OCc2c1"
"Minisytravon-Counterscreen-washed.480","NCGC00115515-01","activity-counterscreen","null",4.000,0.000,"S(Cc1onc(-c2ccc(C)cc2)n1)c1n(c(C)nn1)-c1ccc(F)cc1"
"Minisytravon-Counterscreen-washed.481","NCGC00102580-01","activity-counterscreen","null",4.000,-6.662,"S(CC(=O)Nc1c(C)c(C)ccc1)c1[nH]cc(-c2ccccc2)n1"
"Minisytravon-Counterscreen-washed.482","NCGC00119079-01","activity-counterscreen","null",4.000,-22.417,"O=C(N(Cc1sccc1)c1ccc(OC)cc1)c1occc1"
"Minisytravon-Counterscreen-washed.483","NCGC00105242-01","activity-counterscreen","null",4.000,0.000,"Fc1c(F)ccc(N2C(=O)c3n(cnn3)C=C2)c1"
"Minisytravon-Counterscreen-washed.484","NCGC00165142-01","activity-counterscreen","null",4.000,8.462,"FC(F)(F)c1c(NC(=O)CC2N(CC)CCOC2=O)cccc1"
"Minisytravon-Counterscreen-washed.485","NCGC00124403-01","activity-counterscreen","null",4.000,0.000,"S(=O)(=O)(N(CC(=O)N(C)c1cc(C)ccc1)C)c1cc2c([nH]c3c2CCCC3)cc1"
"Minisytravon-Counterscreen-washed.486","NCGC00135187-01","activity-counterscreen","null",4.000,9.052,"S(=O)(=O)(N1CCC(N(C(C)C)C)CC1)c1cc2c(NC(=O)C=C2)cc1"
"Minisytravon-Counterscreen-washed.487","NCGC00122692-01","activity-counterscreen","null",4.000,0.000,"S(CC(=O)Nc1ccc(OC)cc1)c1nnc(-c2sccc2)cc1"
"Minisytravon-Counterscreen-washed.488","NCGC00112918-01","activity-counterscreen","null",4.000,0.000,"O=C(NCc1ccc(OC)cc1)CCCN1C(=O)c2n(C(C)=N1)c1c(scc1)c2"
"Minisytravon-Counterscreen-washed.489","NCGC00113368-01","activity-counterscreen","null",4.000,0.000,"O=C(Nc1sccc1)Nc1cc(C)cc(C)c1"
"Minisytravon-Counterscreen-washed.490","NCGC00116146-01","activity-counterscreen","null",4.000,0.000,"Clc1c(C)ccc(NC(=O)Cn2c(CCC(=O)O)ccc2-c2sccc2)c1"
"Minisytravon-Counterscreen-washed.491","NCGC00100205-01","activity-counterscreen","null",4.000,0.000,"O=C(Nc1c(OC)cccc1)c1c(-c2ccc(OC)cc2)nn(-c2ccccc2)c1"
"Minisytravon-Counterscreen-washed.492","NCGC00102535-01","activity-counterscreen","null",4.000,12.901,"O=C(O)Cc1c(-c2ccccc2)nc(Nc2ccccc2)s1"
"Minisytravon-Counterscreen-washed.493","NCGC00109521-01","activity-counterscreen","null",4.000,0.000,"Clc1cc(N2CCN(C(=O)CS(=O)Cc3c(C)oc(-c4ccc(C)cc4)n3)CC2)ccc1"
"Minisytravon-Counterscreen-washed.494","NCGC00134500-01","activity-counterscreen","null",4.000,13.549,"Clc1ccc(S(=O)(=O)C(CNC(=O)c2c(F)cccc2)c2occc2)cc1"
"Minisytravon-Counterscreen-washed.495","NCGC00119173-01","activity-counterscreen","null",4.000,0.000,"O=[N+]([O-])c1c(OCC(=O)N2CCN(CCc3ccncc3)CC2)cccc1"
"Minisytravon-Counterscreen-washed.496","NCGC00138339-01","activity-counterscreen","null",4.000,0.000,"O(C)c1c2OC(=O)C(c3c(CC)sc(Nc4c(C)c(C)ccc4)n3)=Cc2ccc1"
"Minisytravon-Counterscreen-washed.497","NCGC00133543-01","activity-counterscreen","null",4.000,11.293,"O=C(Nc1c(C(=O)N)nc(Nc2ccccc2)s1)c1ccc(N(C)C)cc1"
"Minisytravon-Counterscreen-washed.498","NCGC00115048-01","activity-counterscreen","null",4.000,1.417,"Clc1c(C(=O)N(Cc2ccccc2)c2ccc(OCC)cc2)nc(S(=O)(=O)C)nc1"
"Minisytravon-Counterscreen-washed.499","NCGC00138308-01","activity-counterscreen","null",4.000,16.580,"S(Cc1c(C)cc(C)cc1)C1=Nc2c(cccc2)C=2N1C(=O)C(CCC(=O)NCc1sccc1)N=2"
"Minisytravon-Counterscreen-washed.500","NCGC00130495-01","activity-counterscreen","null",4.000,13.625,"O=C(OCC=1N=C2SC(CCOCC)=NN2C(=O)C=1)c1ccc(NC(=O)C2CCCCC2)cc1"
"Minisytravon-Counterscreen-washed.501","NCGC00138119-01","activity-counterscreen","null",4.000,11.435,"O=C(Nc1cc2N(C)C(=O)c3c(Sc2cc1)cccc3)Cc1ccc(C)cc1"
"Minisytravon-Counterscreen-washed.502","NCGC00111385-01","activity-counterscreen","null",4.000,14.261,"O=C(NCCCN(CC)Cc1ccccc1)c1sc-2c(C(=O)Nc3c-2cc(C)cc3)c1"
"Minisytravon-Counterscreen-washed.503","NCGC00116156-01","activity-counterscreen","null",4.000,1.816,"FC(F)(F)c1c(NC(=O)Cn2c(CCC(=O)O)ccc2-c2sccc2)cccc1"
"Minisytravon-Counterscreen-washed.504","NCGC00113245-01","activity-counterscreen","0.251189",1.400,1.777,"O=C(NCCC(C)C)C1CCN(c2sc(-n3c(CNc4ccc(C)cc4)ccc3)nn2)CC1"
"Minisytravon-Counterscreen-washed.505","NCGC00116374-01","activity-counterscreen","null",4.000,11.678,"Clc1c(CN2COc3c(c4OC(=O)c5c(-c4cc3)cccc5)C2)cccc1"
"Minisytravon-Counterscreen-washed.506","NCGC00110793-01","activity-counterscreen","null",4.000,-5.543,"S(=O)(=O)(N1CC=C(c2c(C)n(CC(=O)N3CCCC3)c3c2cccc3)CC1)c1c(OC)ccc(OC)c1"
"Minisytravon-Counterscreen-washed.507","NCGC00118389-01","activity-counterscreen","null",4.000,10.391,"O=C(Oc1c(OC)cc(C=2C=C(OC)c3c(C)oc(C)c3C(=O)C=2)cc1)c1cc(C)ccc1"
"Minisytravon-Counterscreen-washed.508","NCGC00136672-01","activity-counterscreen","null",4.000,14.030,"Fc1ccc(N2C(=O)CC(NC(=O)/C=C\c3cc(OC)c(OC)cc3)C2)cc1"
"Minisytravon-Counterscreen-washed.509","NCGC00118343-01","activity-counterscreen","null",4.000,-26.090,"O=C(OC)c1c(NC(=O)c2cc(OC)c(OC)cc2)scc1-c1sccc1"
"Minisytravon-Counterscreen-washed.510","NCGC00139422-01","activity-counterscreen","19.952623",-2.100,-216.977,"C(=C/c1ccc(C)cc1)\c1[nH]c2c(n1)cccc2"
"Minisytravon-Counterscreen-washed.511","NCGC00136781-01","activity-counterscreen","null",4.000,10.532,"Clc1ccc(S(=O)(=O)CC(=O)Nc2c(C(=O)N)c3c(s2)CCCCC3)cc1"
"Minisytravon-Counterscreen-washed.512","NCGC00142043-01","activity-counterscreen","null",4.000,12.452,"S(=O)(=O)(N1CCC(C(=O)Nc2cc(C)c(C)cc2)CC1)c1c2nonc2ccc1"
"Minisytravon-Counterscreen-washed.513","NCGC00119394-01","activity-counterscreen","null",4.000,1.927,"Clc1ccc(-c2nc(-c3c(N4CCN(c5c(OC)cccc5)CC4)nccc3)on2)cc1"
"Minisytravon-Counterscreen-washed.514","NCGC00114639-01","activity-counterscreen","null",4.000,11.771,"O=C(/C=C/c1c2c(n(CC(O)CN3CCCCCC3)c1)cccc2)c1cc(OC)c(OC)cc1"
"Minisytravon-Counterscreen-washed.515","NCGC00110632-02","activity-counterscreen","null",4.000,13.275,"O=C(Nc1c(OC)cc(OC)cc1)c1c(N)c2c(s1)nc1c(c2)CN(Cc2ccccc2)CC1"
"Minisytravon-Counterscreen-washed.516","NCGC00141639-01","activity-counterscreen","null",4.000,4.207,"S(=O)(=O)(Cc1c(C)oc(-c2ccc(C(=O)NCc3ccccc3)cc2)n1)c1ccc(C)cc1"
"Minisytravon-Counterscreen-washed.517","NCGC00101273-01","activity-counterscreen","null",4.000,-12.841,"Clc1c(COc2c(OCC)cccc2CNc2ccc(O)cc2)cccc1"
"Minisytravon-Counterscreen-washed.518","NCGC00125567-01","activity-counterscreen","null",4.000,1.001,"Clc1c(C)c(NC=2SC=3N(C(=O)c4c(N=3)cc(C(=O)NCCC3=CCCCC3)cc4)N=2)ccc1"
"Minisytravon-Counterscreen-washed.519","NCGC00127989-01","activity-counterscreen","null",4.000,-0.804,"Clc1cc(C(=O)Nc2c(N3CC(C)N(c4cc(C)ccc4)CC3)ccc(C(=O)O)c2)ccc1"
"Minisytravon-Counterscreen-washed.520","NCGC00124379-01","activity-counterscreen","0.177828",1.400,35.635,"S(=O)(=O)(N(CC(=O)NCc1cc(OC)ccc1)C)c1cc2c([nH]c3c2CCCC3)cc1"
"Minisytravon-Counterscreen-washed.521","NCGC00104023-01","activity-counterscreen","null",4.000,4.449,"S(=O)(=O)(CCCC(=O)Nc1cc(O)ccc1)c1nc(C(F)(F)F)cc(-c2cc(OC)c(OC)cc2)n1"
"Minisytravon-Counterscreen-washed.522","NCGC00104740-01","activity-counterscreen","null",4.000,-4.889,"Clc1ccc(-c2nc(S(=O)(=O)CC(=O)Nc3c(F)cc(F)cc3)n(-c3ccccc3)c2)cc1"
"Minisytravon-Counterscreen-washed.523","NCGC00141772-01","activity-counterscreen","null",4.000,21.326,"Clc1ccc(N2C(N)=C(C#N)C(c3sc(C)c(CN4CCOCC4)c3)C=3C(=O)CCCC2=3)cc1"
"Minisytravon-Counterscreen-washed.524","NCGC00132945-01","activity-counterscreen","null",4.000,17.356,"S(=O)(=O)(N1CCN(c2ccc(OC)cc2)CC1)c1n[nH]c(C(=O)OCC)c1"
"Minisytravon-Counterscreen-washed.525","NCGC00105693-01","activity-counterscreen","null",4.000,13.041,"Fc1ccc(-c2onc(C(=O)Nc3c(C(=O)OCC)c(-c4ccccc4)cs3)c2)cc1"
"Minisytravon-Counterscreen-washed.526","NCGC00125452-01","activity-counterscreen","null",4.000,-17.944,"O=C(NCCN(CC)CC)c1cc2N=C3SC(Nc4c(OC)cccc4)=NN3C(=O)c2cc1"
"Minisytravon-Counterscreen-washed.527","NCGC00118034-01","activity-counterscreen","null",4.000,-9.820,"O(C)c1c(O)c(OC)cc(C2c3c(C)nn(-c4nc(C)cc(C)n4)c3NC(=O)C2)c1"
"Minisytravon-Counterscreen-washed.528","NCGC00126502-01","activity-counterscreen","null",4.000,10.851,"Clc1cc(CNC(=O)NC=2c3c(C(=O)N(CC(C)C)C=2)cccc3)ccc1"
"Minisytravon-Counterscreen-washed.529","NCGC00136260-01","activity-counterscreen","null",4.000,-0.950,"S(CC(=O)Nc1sc2c(n1)ccc(C)c2)C=1N(C)C(=O)C(C(=O)Nc2ccc(OC)cc2)=CN=1"
"Minisytravon-Counterscreen-washed.530","NCGC00133475-01","activity-counterscreen","null",4.000,28.255,"Clc1c(C(N2CCN(c3ccccc3)CC2)C=2C(=O)N(Cc3occc3)C(C)=CC=2O)cccc1"
"Minisytravon-Counterscreen-washed.531","NCGC00110649-01","activity-counterscreen","null",4.000,12.307,"S(=O)(=O)(c1c(N)n(CC(=O)Nc2c(C)cc(C)cc2C)nn1)c1cc(C)c(C)cc1"
"Minisytravon-Counterscreen-washed.532","NCGC00104510-01","activity-counterscreen","null",4.000,5.631,"S(=O)(=O)(c1c(SCC(=O)Nc2c(OC)cc(OC)cc2)oc(-c2ccc(F)cc2)n1)c1ccc(C)cc1"
"Minisytravon-Counterscreen-washed.533","NCGC00107330-01","activity-counterscreen","null",4.000,-1.555,"Clc1ccc(S(=O)(=O)Nc2c(N3CCOCC3)cc3N(C)C(=O)N(C)c3c2)cc1"
"Minisytravon-Counterscreen-washed.534","NCGC00106188-01","activity-counterscreen","null",4.000,11.147,"O=C(Nc1c(C)cc(C)cc1)CN1C(=O)N(Cc2ccc(C(=O)NCCCOC)cc2)C(=O)c2c1cccc2"
"Minisytravon-Counterscreen-washed.535","NCGC00137642-01","activity-counterscreen","null",4.000,-8.303,"O=C(O)c1c(N2CCC(CCN3CCOCC3)CC2)ccc(NC(=O)c2cc(C)ccc2)c1"
"Minisytravon-Counterscreen-washed.536","NCGC00134078-01","activity-counterscreen","null",4.000,1.204,"O=C(/C=C/c1ccccc1)N1CCN(CC=2N=C3SC(c4c(OC)cccc4)=NN3C(=O)C=2)CC1"
"Minisytravon-Counterscreen-washed.537","NCGC00101697-01","activity-counterscreen","null",4.000,21.900,"Brc1c2c(c(OC)cc1)-c1nc(NC(=O)c3c(SC)cccc3)sc1C2"
"Minisytravon-Counterscreen-washed.538","NCGC00133056-01","activity-counterscreen","null",4.000,3.907,"Brc1c(C(=O)NCCS(=O)(=O)N2CCN(c3ccc(F)cc3)CC2)cccc1"
"Minisytravon-Counterscreen-washed.539","NCGC00109540-01","activity-counterscreen","null",4.000,7.989,"Clc1ccc(CN2C(=O)c3c(S(=O)(=O)c4c2cc(C(=O)NCc2occc2)cc4)cccc3)cc1"
"Minisytravon-Counterscreen-washed.540","NCGC00099374-01","activity-counterscreen","null",4.000,17.199,"FC(F)(F)c1c2c(N)c(C(=O)Nc3ccc(F)cc3)sc2nc(-c2sccc2)c1"
"Minisytravon-Counterscreen-washed.541","NCGC00130506-01","activity-counterscreen","null",4.000,-14.304,"O=C(Nc1cc(C(=O)OCC=2N=C3SC(C)=NN3C(=O)C=2)ccc1)COc1cc(C)c(C)cc1"
"Minisytravon-Counterscreen-washed.542","NCGC00124047-01","activity-counterscreen","null",4.000,9.893,"O=C(NC(CCC(C)C)c1c(-n2cccc2)sc2c1CCN(CC)C2)NCCC(=O)OC"
"Minisytravon-Counterscreen-washed.543","NCGC00122982-01","activity-counterscreen","null",4.000,9.718,"S(=O)(=O)(c1ccccc1)C=1C(=O)Nc2c(C=1O)ccc(C(=O)NCc1ccc(C)cc1)c2"
"Minisytravon-Counterscreen-washed.544","NCGC00101387-01","activity-counterscreen","null",4.000,-9.319,"O(c1c(C)cc(C)cc1)C1=C(/C=C(\C#N)/c2sc3c(n2)cccc3)C(=O)N2C(=N1)C=CC=C2"
"Minisytravon-Counterscreen-washed.545","NCGC00125367-01","activity-counterscreen","null",4.000,4.522,"S(Cc1c(C)oc(-c2ccc(C(=O)NCc3cc(OC)c(OC)cc3)cc2)n1)c1ccccc1"
"Minisytravon-Counterscreen-washed.546","NCGC00139106-01","activity-counterscreen","null",4.000,23.616,"S(=O)(=O)(N(C)C1CCCCC1)c1ccc(C(=O)Nc2c(C(=O)OC)c3c(s2)CN(C)CC3)cc1"
"Minisytravon-Counterscreen-washed.547","NCGC00100422-01","activity-counterscreen","null",4.000,8.711,"O=C(NCc1occc1)C=1C(=N)N(CCCOCC)C=2N=C3N(C(=O)C=2C=1)C=CC=C3"
"Minisytravon-Counterscreen-washed.548","NCGC00109315-01","activity-counterscreen","null",4.000,9.117,"S(=O)(=O)(N1CCC(C(=O)Nc2c(OCC)cccc2)CC1)c1c(/C=C/c2occc2)onc1C"
"Minisytravon-Counterscreen-washed.549","NCGC00108008-01","activity-counterscreen","0.354813",1.200,27.803,"S(=O)(=O)(Nc1ccc(OCC)cc1)c1cc2C(=O)C(C(=O)NCc3occc3)=CNc2cc1"
"Minisytravon-Counterscreen-washed.550","NCGC00131746-01","activity-counterscreen","null",4.000,-11.244,"Clc1c(NC(=O)C(NS(=O)(=O)c2sccc2)C(C)C)c(OC)cc(OC)c1"
"Minisytravon-Counterscreen-washed.551","NCGC00125401-01","activity-counterscreen","null",4.000,15.995,"S(=O)(Cc1c(C)oc(-c2ccc(C(=O)NC(C)c3ccccc3)cc2)n1)c1ccc(C)cc1"
"Minisytravon-Counterscreen-washed.552","NCGC00132097-01","activity-counterscreen","null",4.000,16.835,"Clc1c(C)ccc(S(=O)(=O)C=2C(=O)NC(SCC(=O)Nc3cc4OCCOc4cc3)=NC=2)c1"
"Minisytravon-Counterscreen-washed.553","NCGC00109533-01","activity-counterscreen","null",4.000,13.085,"Clc1ccc(CNC(=O)CS(=O)Cc2c(C)oc(-c3ccc(Cl)cc3)n2)cc1"
"Minisytravon-Counterscreen-washed.554","NCGC00125463-01","activity-counterscreen","0.501187",1.400,29.720,"S(=O)(=O)(Cc1c(C)oc(-c2ccc(C(=O)NC(C)c3ccccc3)cc2)n1)c1ccccc1"
"Minisytravon-Counterscreen-washed.555","NCGC00130030-01","activity-counterscreen","null",4.000,1.205,"O=C(OCC=1N=C2SC(c3sccc3)=NN2C(=O)C=1)c1cc(C)ccc1"
"Minisytravon-Counterscreen-washed.556","NCGC00100682-01","activity-counterscreen","null",4.000,3.084,"Brc1c2c(c(NC(=O)c3c(C(=O)O)cccc3)cc1)nccc2"
"Minisytravon-Counterscreen-washed.557","NCGC00099608-01","activity-counterscreen","null",4.000,0.420,"O(CC)c1c(OC)cc(C(c2c(O)n(-c3ccccc3)nc2C)c2c(O)n(-c3ccccc3)nc2C)cc1"
"Minisytravon-Counterscreen-washed.558","NCGC00116379-01","activity-counterscreen","null",4.000,0.992,"Clc1c(C(=O)OC=2c3c(C)oc(C)c3C(=O)C=C(c3cc4OCOc4cc3)C=2)cccc1"
"Minisytravon-Counterscreen-washed.559","NCGC00100846-01","activity-counterscreen","null",4.000,-0.872,"S(=O)(=O)(c1c(NCc2ccccc2)oc(-c2ccc(OC)cc2)n1)c1ccc(C)cc1"
"Minisytravon-Counterscreen-washed.560","NCGC00118623-01","activity-counterscreen","null",4.000,11.107,"Clc1cc(CNc2n(S(=O)(=O)c3cc4c(cc3)cccc4)nc(-c3occc3)n2)ccc1"
"Minisytravon-Counterscreen-washed.561","NCGC00132773-01","activity-counterscreen","null",4.000,6.287,"Fc1c(CNC(=O)CN2C(=O)C3N(c4c2cc(C(=O)N2CCCC2)cc4)CCCC3)cccc1"
